,negative,positive,neutral
tattoo,0,0,1
taught,0,0,1
taunt,1,0,0
taut,0,0,1
tavern,0,0,1
tawny,0,0,1
tax,1,0,0
taxicab,0,0,1
taxonomy,0,0,1
tea,0,0,1
teach,0,1,0
teacher,0,1,0
teaching,0,0,1
team,0,0,1
tearful,0,0,1
tease,1,0,0
teaser,0,0,1
teasing,1,0,0
teat,0,0,1
technical,0,0,1
technicality,0,0,1
technician,0,0,1
technology,0,1,0
ted,0,0,1
tedious,1,0,0
tedium,1,0,0
teeming,0,0,1
teens,1,1,0
teeth,0,0,1
teflon,0,0,1
telegram,0,0,1
telegraph,0,0,1
telephone,0,0,1
telescope,0,0,1
telescopic,0,0,1
television,0,0,1
teller,0,0,1
telling,0,0,1
telltale,0,0,1
temper,0,0,1
tempera,0,0,1
temperament,0,0,1
temperance,0,1,0
temperate,0,0,1
temperature,0,0,1
tempered,0,1,0
tempest,1,0,0
temple,0,0,1
temporal,0,0,1
temporarily,0,0,1
temporary,0,0,1
tempt,0,0,1
temptation,1,0,0
tempting,0,0,1
ten,0,0,1
tenable,0,1,0
tenacious,0,1,0
tenacity,0,1,0
tenancy,0,1,0
tenant,0,1,0
tendency,0,0,1
tender,0,1,0
tenderness,0,1,0
tending,0,0,1
tendon,0,0,1
tenement,1,0,0
tenet,0,0,1
tenets,0,0,1
tenfold,0,0,1
tennis,0,0,1
tense,0,0,1
tensile,0,0,1
tension,0,0,1
tent,0,0,1
tentacle,0,0,1
tentative,0,0,1
tenth,0,0,1
tenths,0,0,1
tenuous,0,0,1
tenure,0,0,1
tepid,0,0,1
term,0,0,1
terminal,1,0,0
terminate,0,0,1
termination,1,0,0
terminus,0,0,1
termite,1,0,0
terms,0,0,1
tern,0,0,1
ternary,0,0,1
terrace,0,0,1
terrestrial,0,0,1
terrible,1,0,0
terribly,0,0,1
terrier,0,0,1
terrific,0,0,1
territorial,0,0,1
territory,0,0,1
terror,1,0,0
terrorism,1,0,0
terrorist,1,0,0
terrorize,1,0,0
terse,0,0,1
tertiary,0,0,1
test,0,0,1
testament,0,0,1
testify,0,0,1
testimonial,0,0,1
testimony,0,0,1
tetanus,1,0,0
tether,1,0,0
tethered,0,0,1
tetrahedral,0,0,1
text,0,0,1
textbook,0,0,1
textile,0,0,1
textural,0,0,1
texture,0,0,1
thankful,0,1,0
thanksgiving,0,1,0
thatch,0,0,1
thaw,0,0,1
theater,0,0,1
theatrical,0,0,1
theft,1,0,0
theism,1,0,0
theistic,0,0,1
theme,0,0,1
theocracy,0,0,1
theocratic,1,0,0
theologian,0,0,1
theological,0,0,1
theology,0,0,1
theorem,0,0,1
theoretical,0,1,0
theory,0,0,1
therapeutic,0,1,0
therapeutics,0,1,0
thereabouts,0,0,1
thereof,0,0,1
therewith,0,0,1
thermal,0,0,1
thermocouple,0,0,1
thermodynamics,0,0,1
thermometer,0,0,1
thermostat,0,0,1
thesaurus,0,0,1
thesis,0,0,1
thick,0,0,1
thicken,0,0,1
thickening,0,0,1
thicket,0,0,1
thickness,0,0,1
thief,1,0,0
thimble,0,0,1
thin,0,0,1
thing,0,0,1
things,0,0,1
thinker,0,1,0
thinking,0,0,1
thirds,0,0,1
thirst,0,0,1
thirsty,1,0,0
thirteen,0,0,1
thirteenth,0,0,1
thistle,0,0,1
thither,0,0,1
thong,0,0,1
thorn,1,0,0
thorny,1,0,0
thoroughbred,0,1,0
thoroughfare,0,0,1
thought,0,0,1
thoughtful,0,1,0
thoughtfulness,0,1,0
thoughtless,1,0,0
thoughts,0,0,1
thousand,0,0,1
thrash,1,0,0
thread,0,0,1
threat,1,0,0
threaten,1,0,0
threatening,1,0,0
threefold,0,0,1
thresh,1,0,0
threshold,0,0,1
thrice,0,0,1
thrift,0,1,0
thrifty,0,0,1
thrill,0,1,0
thrilling,0,1,0
thriving,0,1,0
throat,0,0,1
throb,1,0,0
throbbing,0,0,1
throne,0,1,0
throng,0,0,1
throttle,1,0,0
throw,0,0,1
thrush,0,0,1
thrust,0,0,1
thud,0,0,1
thug,1,0,0
thumb,0,0,1
thump,1,0,0
thumping,0,0,1
thunder,0,0,1
thunderbolt,0,0,1
thundering,1,0,0
thunderstorm,0,0,1
thwart,1,0,0
thyme,0,0,1
tiara,0,0,1
tick,0,0,1
ticker,0,0,1
ticket,0,0,1
tickle,0,1,0
ticklish,0,0,1
tidal,0,0,1
tidbit,0,0,1
tide,0,0,1
tidings,0,0,1
tie,0,0,1
tier,0,0,1
tiff,1,0,0
tiger,0,0,1
tighten,0,0,1
tightness,0,0,1
tights,0,0,1
tilde,0,0,1
tile,0,0,1
tiling,0,1,0
till,0,0,1
tillage,0,0,1
tiller,0,0,1
tilt,0,0,1
tilting,0,0,1
timber,0,0,1
timberland,0,0,1
timbre,0,0,1
time,0,0,1
timeliness,0,0,1
timely,0,1,0
timepiece,0,0,1
timid,1,0,0
timidity,1,0,0
tin,0,0,1
tincture,0,0,1
tine,0,0,1
tinge,0,0,1
tingle,0,0,1
tingling,0,0,1
tinker,0,0,1
tinkering,0,0,1
tinnitus,0,0,1
tinsel,0,1,0
tint,0,0,1
tiny,0,0,1
tip,0,0,1
tipsy,1,0,0
tirade,1,0,0
tire,0,0,1
tired,1,0,0
tiredness,1,0,0
tiresome,1,0,0
tissue,0,0,1
tit,1,0,0
titanic,0,0,1
tithe,0,0,1
title,0,1,0
titled,0,0,1
titty,0,0,1
titular,0,0,1
toad,1,0,0
toast,0,1,0
tobacco,1,0,0
toby,0,0,1
tod,0,0,1
today,0,0,1
toe,0,0,1
toga,0,0,1
toil,0,0,1
toilet,1,0,0
toils,1,0,0
token,0,0,1
tolerance,0,0,1
tolerant,0,1,0
tolerate,1,0,0
toleration,0,1,0
toll,0,0,1
tomahawk,0,0,1
tomb,0,0,1
tomcat,0,0,1
tome,0,0,1
tomorrow,0,0,1
ton,0,0,1
tone,0,0,1
tong,0,0,1
tongs,0,0,1
tongue,0,0,1
tonic,0,0,1
tonnage,0,0,1
tonsils,0,0,1
tooling,0,0,1
tooth,0,0,1
toothache,1,0,0
toothed,0,0,1
toothless,0,0,1
top,0,1,0
topaz,0,0,1
topic,0,0,1
topical,0,0,1
topographic,0,0,1
topographical,0,0,1
topography,0,0,1
topple,0,0,1
tor,0,0,1
torch,0,0,1
torment,1,0,0
torn,1,0,0
tornado,0,0,1
torpedo,1,0,0
torrent,0,0,1
torrid,1,0,0
torsion,0,0,1
torso,0,0,1
tort,1,0,0
tortious,1,0,0
tortoise,0,0,1
tortuous,0,0,1
torture,1,0,0
toss,0,0,1
total,0,0,1
totality,0,0,1
totally,0,0,1
tote,0,0,1
totem,0,0,1
touch,0,0,1
touched,1,0,0
touching,0,0,1
touchy,1,0,0
tough,1,0,0
toughness,0,1,0
tour,0,0,1
tourist,0,0,1
tourmaline,0,0,1
tournament,0,0,1
tourniquet,0,0,1
tout,0,0,1
tow,0,0,1
towel,0,0,1
tower,0,1,0
towering,0,1,0
town,0,0,1
townhouse,0,0,1
toxic,1,0,0
toxicology,0,0,1
toxin,1,0,0
toy,0,0,1
trace,0,0,1
traces,0,0,1
trachea,0,0,1
tracing,0,0,1
track,0,0,1
tract,0,0,1
tractable,0,0,1
traction,0,0,1
tractor,0,0,1
trade,0,0,1
trader,0,0,1
tradesman,0,0,1
trading,0,0,1
tradition,0,0,1
traditional,0,1,0
traffic,0,0,1
tragedy,1,0,0
tragic,1,0,0
trail,0,0,1
train,0,0,1
trained,0,0,1
trainer,0,0,1
training,0,0,1
trait,0,0,1
traitor,1,0,0
trajectory,0,0,1
tram,0,0,1
tramp,1,0,0
tramway,0,0,1
trance,1,0,0
tranquil,0,1,0
tranquility,0,1,0
transact,0,0,1
transaction,0,0,1
transatlantic,0,0,1
transcendence,0,1,0
transcendent,0,0,1
transcendental,0,1,0
transcribe,0,0,1
transcriber,0,0,1
transcript,0,0,1
transcription,0,0,1
transfer,0,0,1
transference,0,0,1
transferred,0,0,1
transfixed,0,0,1
transform,0,0,1
transformation,0,0,1
transfusion,0,0,1
transgression,1,0,0
transient,0,0,1
transit,0,0,1
transition,0,0,1
transitional,0,0,1
transitive,0,0,1
transitory,0,0,1
translate,0,0,1
translation,0,0,1
translocation,0,0,1
translucent,0,0,1
transmission,0,0,1
transmit,0,0,1
transmutation,0,0,1
transom,0,0,1
transparency,0,0,1
transparent,0,0,1
transplant,0,0,1
transplantation,0,0,1
transport,0,0,1
transportation,0,0,1
transpose,0,0,1
transposition,0,0,1
transverse,0,0,1
trap,0,0,1
trapping,0,0,1
trappings,1,0,0
traps,1,0,0
trash,1,0,0
trashy,1,0,0
traumatic,1,0,0
travail,1,0,0
travel,0,0,1
traveler,0,0,1
traveling,0,1,0
traverse,0,0,1
travesty,1,0,0
trawl,0,0,1
trawler,0,0,1
tray,0,0,1
treacherous,1,0,0
treachery,1,0,0
tread,0,0,1
treadmill,0,0,1
treason,1,0,0
treasure,0,1,0
treasurer,0,0,1
treasury,0,0,1
treat,1,1,0
treatise,0,0,1
treatment,0,0,1
treaty,0,0,1
treble,0,0,1
tree,0,1,0
trek,0,0,1
trellis,0,0,1
tremble,0,0,1
trembling,1,0,0
tremendous,0,0,1
tremendously,0,1,0
tremor,1,0,0
trench,0,0,1
trend,0,1,0
trending,0,0,1
trendy,0,1,0
trepidation,1,0,0
trespass,1,0,0
triad,0,0,1
triangle,0,0,1
triangular,0,0,1
tribe,0,0,1
tribulation,1,0,0
tribunal,1,0,0
tribune,0,0,1
tributary,0,1,0
tribute,0,1,0
trick,1,0,0
trickery,1,0,0
trickle,0,0,1
tricky,0,0,1
tricycle,0,0,1
trident,0,0,1
trifle,1,0,0
trig,0,1,0
trigger,0,0,1
trigonometry,0,0,1
trillion,0,0,1
trim,0,0,1
trimmer,0,0,1
trimming,0,0,1
trine,0,0,1
trinity,0,0,1
trio,0,0,1
trip,0,0,1
tripartite,0,0,1
triple,0,0,1
triplet,0,0,1
triplicate,0,0,1
tripod,0,0,1
tripping,1,0,0
trite,0,0,1
tritium,0,0,1
triumph,0,1,0
triumphant,0,1,0
troll,1,0,0
trolley,0,0,1
trombone,0,0,1
troop,0,0,1
trooper,0,0,1
troops,0,0,1
trophy,0,1,0
tropical,0,0,1
trot,0,0,1
troublesome,1,0,0
trough,0,0,1
troupe,0,0,1
trousers,0,0,1
trout,0,0,1
trowel,0,0,1
truce,0,1,0
truck,0,0,1
TRUE,0,1,0
truism,0,0,1
trump,0,0,1
trumpet,1,0,0
trumpeter,0,0,1
truncate,0,0,1
truncated,0,0,1
trundle,0,0,1
trunk,0,0,1
truss,0,0,1
trust,0,0,1
trustee,0,0,1
trusty,0,1,0
truth,0,1,0
truthful,0,0,1
truthfulness,0,1,0
tryout,0,0,1
tub,0,0,1
tube,0,0,1
tubular,0,0,1
tubule,0,0,1
tuck,0,0,1
tucker,0,0,1
tufted,0,0,1
tug,0,0,1
tuition,0,0,1
tulip,0,0,1
tumble,1,0,0
tumbler,0,0,1
tumor,1,0,0
tumour,1,0,0
tumult,1,0,0
tumultuous,1,0,0
tun,0,0,1
tuna,0,0,1
tunable,0,0,1
tune,0,0,1
tunic,0,0,1
tuning,0,0,1
tunnel,0,0,1
turban,0,0,1
turbidity,0,0,1
turbine,0,0,1
turbulence,1,0,0
turbulent,1,0,0
turf,0,0,1
turmeric,0,0,1
turmoil,1,0,0
turn,0,0,1
turning,0,0,1
turnkey,0,0,1
turnpike,0,0,1
turntable,0,0,1
turquoise,0,0,1
turret,0,0,1
turtleneck,0,0,1
tussle,0,0,1
tutelage,0,1,0
tutor,0,1,0
tweak,0,0,1
twelfth,0,0,1
twelve,0,0,1
twentieth,0,0,1
twenty,0,0,1
twig,0,0,1
twilight,0,0,1
twill,0,0,1
twin,0,1,0
twine,0,0,1
twinkle,0,1,0
twins,0,0,1
twist,0,0,1
twisted,0,0,1
twitch,1,0,0
twofold,0,0,1
tycoon,0,0,1
type,0,0,1
typewriter,0,0,1
typhoon,1,0,0
typically,0,0,1
typist,0,0,1
typography,0,0,1
tyrannical,1,0,0
tyranny,1,0,0
tyrant,1,0,0
tyre,0,0,1
ubiquitous,0,0,1
ubiquity,0,0,1
ugliness,1,0,0
ugly,1,0,0
ulcer,1,0,0
ulterior,1,0,0
ultimate,0,0,1
ultimately,0,1,0
ultimatum,1,0,0
ultimo,0,0,1
ultraviolet,0,0,1
umbilical,0,0,1
umbra,0,0,1
umbrella,0,0,1
umpire,0,1,0
unabashed,0,0,1
unabated,0,0,1
unable,1,0,0
unacceptable,1,0,0
unaccompanied,0,0,1
unaccountable,1,0,0
unacknowledged,0,0,1
unadulterated,0,0,1
unaided,0,0,1
unaltered,0,0,1
unambiguous,0,0,1
unanimity,0,1,0
unanimous,0,1,0
unanimously,0,0,1
unanticipated,0,0,1
unapproved,1,0,0
unarmed,0,0,1
unassisted,0,0,1
unassuming,0,1,0
unattached,1,0,0
unattainable,1,0,0
unattended,0,0,1
unattractive,1,0,0
unauthorized,1,0,0
unavoidable,1,0,0
unaware,1,0,0
unbalanced,0,0,1
unbearable,1,0,0
unbeaten,1,1,0
unbelief,1,0,0
unbelievable,1,0,0
unbiased,0,1,0
unborn,1,0,0
unbound,0,0,1
unbounded,0,0,1
unbreakable,0,1,0
unbridled,1,1,0
unbroken,0,1,0
uncanny,1,0,0
uncaring,1,0,0
uncertain,1,0,0
uncertainty,0,0,1
unchallenged,0,0,1
unchangeable,1,0,0
unchanged,0,0,1
unclaimed,0,0,1
uncle,0,0,1
unclean,1,0,0
uncomfortable,1,0,0
uncommon,0,0,1
uncommonly,0,0,1
uncompromising,0,0,1
unconcerned,0,0,1
unconfirmed,0,0,1
unconnected,0,0,1
unconscionable,1,0,0
unconscious,1,0,0
unconsciousness,0,0,1
unconstitutional,1,0,0
unconstrained,0,1,0
uncontested,0,0,1
uncontrollable,1,0,0
uncontrolled,1,0,0
unconventional,0,0,1
unconvinced,0,0,1
uncooked,0,0,1
uncorrelated,0,0,1
uncover,0,0,1
uncritical,0,0,1
uncut,0,0,1
undecided,1,0,0
undefined,0,0,1
undeniable,0,0,1
undercover,0,0,1
undercurrent,0,0,1
underestimate,0,0,1
undergo,0,0,1
undergraduate,0,0,1
underground,0,0,1
underlie,0,0,1
underline,0,1,0
undermined,1,0,0
underneath,0,0,1
underpaid,1,0,0
underpants,0,0,1
underscore,0,0,1
undersized,1,0,0
understanding,0,1,0
understood,0,0,1
undertake,0,0,1
undertaker,0,0,1
undertaking,0,0,1
underwood,0,0,1
underwrite,0,1,0
underwriter,0,0,1
undeserved,0,0,1
undesirable,1,0,0
undesired,1,0,0
undeveloped,0,0,1
undirected,0,0,1
undisclosed,0,0,1
undiscovered,0,0,1
undisputed,0,0,1
undisturbed,0,0,1
undivided,0,1,0
undo,1,0,0
undoing,0,0,1
undoubted,0,0,1
undress,0,0,1
undressed,0,0,1
undue,0,0,1
undying,0,1,0
unearned,0,0,1
unearth,0,0,1
uneasiness,1,0,0
uneasy,1,0,0
uneducated,1,0,0
unemployed,1,0,0
unencumbered,0,0,1
unending,0,0,1
unequal,1,0,0
unequalled,0,0,1
unequivocal,0,0,1
unequivocally,0,1,0
uneven,1,0,0
uneventful,0,0,1
unexpected,1,1,0
unexpectedly,0,0,1
unexplained,1,0,0
unexplored,0,0,1
unfailing,0,0,1
unfair,1,0,0
unfairness,1,0,0
unfaithful,1,0,0
unfamiliar,0,0,1
unfavorable,1,0,0
unfettered,0,0,1
unfinished,1,0,0
unflinching,0,0,1
unfold,0,1,0
unforeseen,0,0,1
unforgiving,1,0,0
unfortunate,1,0,0
unfriendly,1,0,0
unfulfilled,1,0,0
unfurnished,1,0,0
ungodly,1,0,0
ungrateful,1,0,0
unguarded,0,0,1
unhappiness,1,0,0
unhappy,1,0,0
unharmed,0,0,1
unhealthy,1,0,0
unhindered,0,0,1
unholy,1,0,0
unicorn,0,0,1
unification,0,1,0
uniform,0,0,1
uniformity,0,0,1
uniformly,0,1,0
unimaginable,1,1,0
unimportant,1,0,0
unimpressed,1,0,0
unimproved,1,0,0
uninfected,0,1,0
uninformed,1,0,0
uninhabited,0,0,1
uninitiated,1,0,0
uninspired,1,0,0
unintelligible,1,0,0
unintended,0,0,1
unintentional,0,0,1
unintentionally,1,0,0
uninterested,1,0,0
uninteresting,1,0,0
uninterrupted,0,0,1
uninvited,0,0,1
union,0,0,1
unique,0,1,0
unison,0,1,0
unit,0,0,1
unitary,0,1,0
unite,0,0,1
united,0,1,0
unity,0,1,0
universal,0,0,1
universality,0,0,1
universe,0,0,1
university,0,1,0
unjust,1,0,0
unjustifiable,1,0,0
unjustified,1,0,0
unkind,1,0,0
unknowable,0,0,1
unknown,1,0,0
unlawful,1,0,0
unleash,0,0,1
unlicensed,1,0,0
unlike,0,0,1
unlimited,0,1,0
unload,0,0,1
unloaded,0,0,1
unlock,0,0,1
unlucky,1,0,0
unmanageable,1,0,0
unmarked,0,0,1
unmarried,0,0,1
unmask,0,0,1
unmatched,0,0,1
unmistakable,0,0,1
unmitigated,0,0,1
unmoved,0,0,1
unnamed,0,0,1
unnatural,1,0,0
unnecessary,0,0,1
unneeded,0,0,1
unnoticed,0,0,1
unnumbered,0,0,1
unobserved,0,0,1
unobstructed,0,0,1
unobtrusive,0,0,1
unoccupied,0,0,1
unofficial,1,0,0
unopened,0,0,1
unopposed,0,0,1
unordered,0,0,1
unorganized,0,0,1
unorthodox,0,0,1
unpack,0,0,1
unpaid,1,0,0
unpleasant,1,0,0
unpopular,1,0,0
unprecedented,0,0,1
unpredictable,1,0,0
unprepared,1,0,0
unpretentious,0,1,0
unproductive,1,0,0
unprofitable,1,0,0
unprotected,1,0,0
unproven,0,0,1
unpublished,1,0,0
unquestionable,0,1,0
unquestionably,0,1,0
unquestioned,0,1,0
unread,0,0,1
unreal,0,0,1
unrealistic,0,0,1
unrecorded,0,0,1
unregistered,0,0,1
unregulated,0,0,1
unrelated,0,0,1
unrelenting,0,0,1
unreliable,1,0,0
unrepentant,0,0,1
unrequited,1,0,0
unresolved,0,0,1
unrest,0,0,1
unrestrained,0,0,1
unrestricted,0,0,1
unruly,1,0,0
unsafe,1,0,0
unsatisfactory,1,0,0
unsatisfied,1,0,0
unsavory,1,0,0
unscathed,0,1,0
unscientific,0,0,1
unscrupulous,1,0,0
unseat,0,0,1
unseen,0,0,1
unselfish,0,1,0
unsettled,1,0,0
unsightly,1,0,0
unsophisticated,1,0,0
unspeakable,1,0,0
unspecified,0,0,1
unstable,1,0,0
unsteady,0,0,1
unsuccessful,1,0,0
unsuitable,1,0,0
unsung,1,0,0
unsupported,1,0,0
unsurpassed,0,1,0
unsuspecting,0,0,1
unsustainable,1,0,0
unsweetened,0,0,1
unsympathetic,1,0,0
untamed,1,0,0
untenable,1,0,0
untested,0,0,1
unthinkable,1,0,0
untidy,1,0,0
untie,1,1,0
untimely,1,0,0
untitled,1,0,0
untold,1,0,0
untouched,0,0,1
untoward,1,0,0
untrained,1,0,0
untranslated,0,0,1
untrue,1,0,0
untrustworthy,1,0,0
unused,0,0,1
unusual,0,0,1
unusually,0,0,1
unveil,0,0,1
unveiling,0,0,1
unverified,0,0,1
unwarranted,1,0,0
unwary,0,0,1
unwashed,1,0,0
unwavering,0,1,0
unwelcome,1,0,0
unwell,1,0,0
unwilling,0,0,1
unwillingly,0,0,1
unwillingness,1,0,0
unwind,0,0,1
unwise,1,0,0
unwitting,1,0,0
unwittingly,0,0,1
unworthy,1,0,0
unwritten,0,0,1
unyielding,1,0,0
upheaval,1,0,0
uphill,1,1,0
upholstery,0,0,1
upland,0,0,1
uplands,0,0,1
uplift,0,1,0
upper,0,0,1
upright,0,1,0
uprising,1,0,0
uproar,1,0,0
upset,1,0,0
upshot,0,0,1
upstairs,0,0,1
upstart,0,0,1
upwards,0,0,1
uranium,0,0,1
urban,0,0,1
urchin,1,0,0
urge,0,0,1
urgency,0,0,1
urgent,1,0,0
urinalysis,0,0,1
urn,0,0,1
usage,0,0,1
usefully,0,0,1
usefulness,0,1,0
useless,1,0,0
usher,0,1,0
usual,0,1,0
usurp,1,0,0
usurped,1,0,0
usury,1,0,0
utensil,0,0,1
utilitarian,0,0,1
utility,0,1,0
utilization,0,0,1
utilize,0,0,1
utmost,0,0,1
utopian,0,1,0
utterance,0,0,1
utterly,0,0,1
vacancy,1,0,0
vacation,0,1,0
vaccination,0,0,1
vaccine,0,1,0
vacuolar,0,0,1
vacuole,0,0,1
vacuous,1,0,0
vacuum,0,0,1
vague,1,0,0
vagueness,1,0,0
vainly,1,0,0
valance,0,0,1
vale,0,0,1
valet,0,0,1
valiant,0,1,0
validity,0,0,1
valley,0,0,1
valor,0,1,0
valuable,0,1,0
valuation,0,0,1
valve,0,0,1
vamp,0,0,1
vampire,1,0,0
van,0,0,1
vane,0,0,1
vanguard,0,1,0
vanilla,0,0,1
vanish,0,0,1
vanished,1,0,0
vanity,1,0,0
vanquish,0,1,0
vapor,0,0,1
vara,0,0,1
variable,0,0,1
variance,0,0,1
variation,0,0,1
variations,0,0,1
varicella,1,0,0
varicose,1,0,0
varied,0,0,1
variegated,0,0,1
variety,0,0,1
vary,0,0,1
vascular,0,0,1
vase,0,0,1
vast,0,0,1
vat,0,0,1
vaudeville,0,0,1
vault,0,0,1
vaulted,0,0,1
vaulting,0,0,1
veal,0,0,1
vector,0,0,1
veer,0,0,1
vega,0,0,1
vegetable,0,0,1
vegetarian,0,0,1
vegetarianism,0,0,1
vegetation,0,0,1
vegetative,1,0,0
vehement,1,0,0
vehicle,0,0,1
veil,0,0,1
veiled,0,0,1
vein,0,0,1
veined,0,0,1
vellum,0,0,1
velocity,0,0,1
velour,0,0,1
velvet,0,1,0
velvety,0,1,0
vena,0,0,1
vendetta,1,0,0
vendor,0,0,1
veneer,0,0,1
venerable,0,1,0
veneration,0,1,0
vengeance,1,0,0
vengeful,1,0,0
venison,0,0,1
venom,1,0,0
venomous,1,0,0
venous,0,0,1
vent,0,0,1
ventilation,0,0,1
ventilator,0,0,1
ventricle,0,0,1
ventricular,0,0,1
venture,0,0,1
venue,0,0,1
veracity,0,1,0
veranda,0,0,1
verbal,0,0,1
verbatim,0,0,1
verbiage,0,0,1
verbose,0,0,1
verbosity,1,0,0
verdant,0,1,0
verdict,0,0,1
verge,1,0,0
verification,0,1,0
verified,0,1,0
verify,0,0,1
verily,0,1,0
veritable,0,1,0
vermin,1,0,0
vernacular,0,0,1
vernal,0,1,0
veronica,0,0,1
versatile,0,0,1
versatility,0,0,1
verse,0,0,1
version,0,0,1
versus,1,0,0
vert,0,0,1
vertebra,0,0,1
vertebral,0,0,1
vertex,0,0,1
vertical,0,0,1
vertically,0,0,1
vertigo,1,0,0
verve,0,1,0
vesicle,0,0,1
vesicular,0,0,1
vessel,0,0,1
vest,0,0,1
vested,0,0,1
vestibule,0,0,1
vestige,0,0,1
vet,0,0,1
veteran,0,1,0
veterinarian,0,0,1
veto,1,0,0
viability,0,0,1
viable,0,0,1
viaduct,0,0,1
vial,0,0,1
vibrate,0,0,1
vibration,0,0,1
vibratory,0,0,1
vicar,0,1,0
vicarious,0,0,1
vice,1,0,0
vicinity,0,0,1
vicious,1,0,0
victim,1,0,0
victimized,1,0,0
victor,0,1,0
victoria,0,0,1
victorious,0,1,0
victory,0,1,0
videotape,0,0,1
vie,0,0,1
view,0,0,1
vigil,0,0,1
vigilance,0,1,0
vigilant,0,1,0
vignette,0,0,1
vigor,0,1,0
vigorous,0,1,0
viking,0,0,1
villa,0,0,1
village,0,0,1
villager,0,1,0
villain,1,0,0
villainous,1,0,0
vinaigrette,0,0,1
vindicate,0,0,1
vindicated,0,1,0
vindication,0,1,0
vindictive,1,0,0
vinegar,0,0,1
vineyard,0,0,1
viola,0,0,1
violation,1,0,0
violence,1,0,0
violent,1,0,0
violently,1,0,0
violet,0,0,1
violin,0,0,1
violinist,0,0,1
viper,1,0,0
virgin,0,1,0
virginity,0,1,0
virology,0,0,1
virtual,0,0,1
virtually,0,0,1
virtue,0,1,0
virtuoso,0,0,1
virtuous,0,1,0
virulence,1,0,0
virus,1,0,0
visa,0,0,1
visage,0,0,1
viscosity,0,0,1
viscous,0,0,1
vise,0,0,1
visibility,0,0,1
visible,0,0,1
visibly,0,0,1
vision,0,1,0
visionary,0,1,0
visit,0,1,0
visitation,1,0,0
visiting,0,0,1
visitor,0,1,0
visor,0,0,1
vista,0,0,1
visual,0,0,1
visualize,0,0,1
vital,0,1,0
vitality,0,1,0
vitreous,0,0,1
vivacious,0,1,0
vivid,0,1,0
vixen,1,0,0
vocabulary,0,1,0
vocal,0,0,1
vocalist,0,0,1
vocation,0,0,1
vogue,0,0,1
voice,0,0,1
voiceless,0,0,1
void,0,0,1
volatility,1,0,0
volcanic,0,0,1
volcano,1,0,0
volition,0,0,1
volley,0,0,1
voltmeter,0,0,1
volume,0,0,1
voluminous,0,0,1
voluntarily,0,0,1
voluntary,0,0,1
volunteer,0,1,0
volunteering,0,0,1
volunteers,0,0,1
voluptuous,0,1,0
vomit,0,0,1
vomiting,1,0,0
voodoo,1,0,0
voracious,0,0,1
vortex,0,0,1
vote,1,1,0
voting,0,0,1
votive,0,0,1
vouch,0,1,0
voucher,0,0,1
vow,0,1,0
vowel,0,0,1
voyage,0,0,1
voyager,0,0,1
vulgar,1,0,0
vulgarity,1,0,0
vulnerability,1,0,0
vulnerable,0,0,1
vulture,1,0,0
wad,0,0,1
wade,0,0,1
wafer,0,0,1
waffle,1,0,0
wag,0,0,1
wager,0,0,1
wages,0,1,0
wagon,0,0,1
wail,1,0,0
waist,0,0,1
waistcoat,0,0,1
wait,1,0,0
waiter,0,0,1
waiting,0,0,1
waive,0,0,1
wake,0,0,1
walk,0,0,1
walker,0,0,1
wall,0,0,1
wallet,0,0,1
wallow,1,0,0
walnut,0,0,1
waltz,0,0,1
wan,1,0,0
wand,0,0,1
wander,0,0,1
wanderer,0,0,1
wandering,0,0,1
wane,1,0,0
waning,0,0,1
wanting,1,0,0
war,1,0,0
warbler,0,0,1
ward,0,0,1
warden,1,0,0
wardrobe,0,0,1
ware,1,0,0
warehouse,0,0,1
warfare,1,0,0
warlike,1,0,0
warlock,0,0,1
warming,0,0,1
warn,1,0,0
warned,0,0,1
warning,0,0,1
warp,1,0,0
warped,1,0,0
warrant,0,0,1
warranted,0,0,1
warrants,0,0,1
warranty,0,1,0
warren,0,0,1
warrior,0,1,0
wart,1,0,0
wary,0,0,1
wash,0,0,1
washing,0,0,1
washout,0,0,1
wasp,0,0,1
waste,1,0,0
wasted,1,0,0
wasteful,1,0,0
wasting,1,0,0
watch,0,0,1
watchdog,0,1,0
watchful,0,1,0
watchman,0,1,0
water,0,0,1
watercourse,0,0,1
watered,0,0,1
waterproof,0,1,0
waterworks,0,0,1
watery,1,0,0
wave,0,0,1
waver,1,0,0
wavering,0,0,1
waves,0,0,1
wavy,0,0,1
wax,0,0,1
waxy,0,0,1
ways,0,0,1
wayward,0,0,1
weakened,1,0,0
weakly,1,0,0
weakness,1,0,0
wealth,0,1,0
wealthy,0,0,1
weapon,0,0,1
wear,1,0,0
wearily,1,0,0
weariness,1,0,0
wearing,0,0,1
weary,1,0,0
weather,0,0,1
weathered,0,0,1
weatherproof,0,1,0
weave,0,0,1
web,0,0,1
wed,0,0,1
wedded,0,0,1
wedge,0,0,1
wee,0,0,1
weed,0,0,1
weeding,0,0,1
weeds,1,0,0
weedy,0,0,1
week,0,0,1
weekly,0,0,1
weep,1,0,0
weeping,0,0,1
weigh,0,0,1
weighing,0,0,1
weight,1,1,0
weightless,0,0,1
weights,0,0,1
weighty,0,0,1
weir,0,0,1
weird,1,0,0
weirdo,1,0,0
welcomed,0,1,0
weld,0,0,1
welfare,0,0,1
wellhead,0,0,1
welt,0,0,1
wen,1,0,0
wench,1,0,0
